Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1649.4921771547035
FDW14,OUT017,1370.0463317370907
NCN55,OUT010,571.8673937171707
FDQ58,OUT017,2457.114336836468
FDY38,OUT027,5866.164148390514
FDH56,OUT046,1949.1898551608438
FDL48,OUT018,754.8045312934731
FDC48,OUT027,2078.7967370920915
FDN33,OUT045,1511.5529757403494
FDA36,OUT017,3101.4088899487374
FDT44,OUT017,1920.4482244629266
FDQ56,OUT045,1368.5940926828387
NCC54,OUT019,573.1597778226162
FDU11,OUT049,2011.17393123784
DRL59,OUT013,877.7765844372813
FDM24,OUT049,2460.806264338214
FDI57,OUT045,3020.464813688899
DRC12,OUT018,2932.708996112726
NCM42,OUT027,2903.638387184155
FDA46,OUT010,507.61753767166147
FDA31,OUT013,2863.460961029763
NCJ31,OUT035,3867.675662584998
FDG52,OUT046,799.8689389480165
NCL19,OUT019,288.77115227409615
FDS10,OUT035,2991.136368593336
FDX22,OUT010,567.4161743064137
NCF19,OUT035,759.882329736434
NCE06,OUT046,2548.4337668196226
DRC27,OUT046,3872.145784468365
FDE21,OUT035,1955.5575521122564
NCR42,OUT019,131.6234765335453
FDX51,OUT018,2989.823273580484
NCR06,OUT018,612.2081287686046
FDU31,OUT027,5866.164148390514
FDU59,OUT017,2544.389754493685
FDR03,OUT027,5862.694197051032
FDS49,OUT027,2006.1196420103263
FDD48,OUT010,267.7164306186526
NCF18,OUT017,3013.422662716368
NCD43,OUT027,2862.597723889541
NCD54,OUT018,2111.166040747213
FDY19,OUT010,268.2245502042843
NCY54,OUT017,2875.080696438906
NCL19,OUT018,2421.1201643961276
FDP23,OUT010,572.6113876488068
FDC26,OUT013,1737.4062626822288
FDR14,OUT010,131.99852551382372
NCS41,OUT035,3116.1813489664714
FDF41,OUT035,3854.31383503781
FDU34,OUT046,2038.9526864467512
DRH11,OUT046,960.2384624756346
FDM03,OUT013,1647.9451158316165
FDS31,OUT017,3074.945276582805
FDJ20,OUT017,1985.8860342485825
FDV44,OUT027,5174.842730220469
FDG02,OUT049,3107.5052296710114
FDA09,OUT013,3020.102208425068
FDT04,OUT013,710.6622353500965
FDL58,OUT019,572.263410049668
FDE52,OUT045,1387.5044817134496
FDW12,OUT035,2481.344922328154
FDL51,OUT017,3678.096118341689
NCY42,OUT027,3019.879987018934
FDR07,OUT017,1536.7395202299565
FDN40,OUT045,2471.7949681667246
FDB35,OUT027,2712.3429365379234
FDA22,OUT017,2532.987815686054
NCL06,OUT046,4170.780292929817
FDI35,OUT013,3076.9378481741032
NCW42,OUT045,3764.036990514464
NCX06,OUT049,3018.873962018494
FDC37,OUT027,2880.362239833931
FDZ14,OUT018,1948.2854143792035
DRG49,OUT049,3857.4939974732715
NCG06,OUT045,4100.192748756866
DRC36,OUT045,2871.7358952110667
FDV21,OUT019,280.1046783727726
FDB53,OUT046,2517.851565444617
DRP47,OUT019,572.263410049668
FDA14,OUT013,2464.2051648151773
DRC24,OUT035,2543.9518492599173
FDW21,OUT018,1614.403736723437
NCH29,OUT046,1542.72119334622
FDU58,OUT013,3093.9064629294503
FDY27,OUT017,2884.869590029455
FDV56,OUT035,1661.6843104162115
FDT59,OUT046,3834.4275517739293
FDB23,OUT046,3778.9146938798144
FDR49,OUT045,762.4613739874745
FDB03,OUT010,573.2107306048493
FDN39,OUT045,2655.601082930798
FDX02,OUT027,5866.164148390514
FDQ16,OUT027,2876.616094928476
FDU35,OUT018,1550.0089393027392
NCT29,OUT013,2009.589199645099
FDZ27,OUT046,799.1436687860961
FDN57,OUT017,2040.1235348739542
FDA03,OUT018,2428.5602896778328
FDZ36,OUT045,3106.9218245040656
NCU05,OUT013,1406.5011760297257
FDT39,OUT018,2379.2131010422345
FDK60,OUT017,1534.401787003838
FDZ25,OUT017,2797.636563262335
FDG12,OUT046,2075.457809868376
DRB01,OUT019,501.9730575100335
NCC43,OUT027,5866.164148390514
FDX13,OUT019,571.7518156300852
FDM22,OUT049,870.6979581339107
FDJ03,OUT027,1056.5556606325135
FDU14,OUT018,3760.851539916999
FDB33,OUT010,380.1355527047532
FDP27,OUT046,3129.8436172927413
FDO38,OUT010,162.68018756163733
FDE28,OUT027,5866.164148390514
FDO27,OUT035,1512.5534237350519
DRL23,OUT027,2874.8059019583975
FDS28,OUT046,959.0645757176121
FDX24,OUT013,1459.6559505353373
FDZ02,OUT035,1539.4315645875527
FDL46,OUT045,1915.6628128922582
FDS60,OUT027,4810.969111413968
NCO06,OUT017,591.5895704173174
FDO16,OUT035,1368.648418770739
FDC60,OUT049,1375.3417984194325
FDA48,OUT018,3438.255362498237
FDZ36,OUT027,5161.2001795123015
FDK27,OUT045,2024.5736821616126
FDW23,OUT018,600.1481265150647
FDM14,OUT018,1679.9324713686613
FDM14,OUT013,1651.367952121701
