Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,2049.746079782887
FDW14,OUT017,1821.8999571483002
NCN55,OUT010,1607.8589449368205
FDQ58,OUT017,2385.7072540488143
FDY38,OUT027,3984.164604062027
FDH56,OUT046,2054.0085389687915
FDL48,OUT018,1366.900211828934
FDC48,OUT027,2820.1640648409343
FDN33,OUT045,1875.909160838375
FDA36,OUT017,2709.885499613496
FDT44,OUT017,2118.3780075478417
FDQ56,OUT045,1789.036564103222
NCC54,OUT019,1536.8780543777693
FDU11,OUT049,2130.805971172121
DRL59,OUT013,1539.3538357332907
FDM24,OUT049,2365.0021808371775
FDI57,OUT045,2696.9682267676326
DRC12,OUT018,2379.8908960366625
NCM42,OUT027,3000.772226332742
FDA46,OUT010,1249.727310316023
FDA31,OUT013,2534.05654428018
NCJ31,OUT035,2998.2533476557455
FDG52,OUT046,1434.1547672644735
NCL19,OUT019,801.1166448238162
FDS10,OUT035,2631.246959176178
FDX22,OUT010,1501.1201038235245
NCF19,OUT035,1589.8410087239904
NCE06,OUT046,2315.040413614898
DRC27,OUT046,2951.493613707785
FDE21,OUT035,2120.7438922199617
NCR42,OUT019,-54.294147871621135
FDX51,OUT018,2516.0495829505517
NCR06,OUT018,1264.4495863419215
FDU31,OUT027,3916.8694050420354
FDU59,OUT017,2468.471010231218
FDR03,OUT027,3774.472755898695
FDS49,OUT027,2759.2899517858104
FDD48,OUT010,707.6258698296995
NCF18,OUT017,2692.503677669668
NCD43,OUT027,2952.8234821982614
NCD54,OUT018,2060.221079490111
FDY19,OUT010,698.4033569715464
NCY54,OUT017,2481.80237443367
NCL19,OUT018,2052.9989641044867
FDP23,OUT010,1491.3559693028396
FDC26,OUT013,2039.9426860896851
FDR14,OUT010,143.20672528420687
NCS41,OUT035,2596.6105999088104
FDF41,OUT035,3128.2254246630227
FDU34,OUT046,2061.048744063195
DRH11,OUT046,1476.7980526220204
FDM03,OUT013,1921.5107946213325
FDS31,OUT017,2607.395755154528
FDJ20,OUT017,2209.9465115477337
FDV44,OUT027,3658.5326875990127
FDG02,OUT049,2685.5546910381336
FDA09,OUT013,2851.746495049634
FDT04,OUT013,1413.1339319162428
FDL58,OUT019,1771.2354977940508
FDE52,OUT045,1858.8413649454524
FDW12,OUT035,2387.6923505478626
FDL51,OUT017,2949.262714719973
NCY42,OUT027,3255.3535464814145
FDR07,OUT017,1994.365465682112
FDN40,OUT045,2279.4698864799557
FDB35,OUT027,2905.6528882539988
FDA22,OUT017,2481.297121503915
NCL06,OUT046,3109.1309020651515
FDI35,OUT013,2612.93591910955
NCW42,OUT045,2845.1365695464056
NCX06,OUT049,2600.4775046103987
FDC37,OUT027,3031.1625846133347
FDZ14,OUT018,1937.9506954447002
DRG49,OUT049,3032.529563990116
NCG06,OUT045,3120.1935798100512
DRC36,OUT045,2468.8251136171907
FDV21,OUT019,573.1088541209684
FDB53,OUT046,2199.8674514468357
DRP47,OUT019,1523.3721530765472
FDA14,OUT013,2287.455879000965
DRC24,OUT035,2370.6352906298644
FDW21,OUT018,1749.2946234656847
NCH29,OUT046,1817.97774198213
FDU58,OUT013,2692.999136615413
FDY27,OUT017,2579.8465369698833
FDV56,OUT035,2134.1161202407793
FDT59,OUT046,2889.9246008225555
FDB23,OUT046,2919.9179071775816
FDR49,OUT045,1447.0092822878344
FDB03,OUT010,1643.398996407614
FDN39,OUT045,2699.5882006015217
FDX02,OUT027,3886.4129734017924
FDQ16,OUT027,3013.766929460844
FDU35,OUT018,1661.2113439000027
NCT29,OUT013,2123.1109385029977
FDZ27,OUT046,1461.6775624434697
FDN57,OUT017,2333.6415230209577
FDA03,OUT018,2106.945282333558
FDZ36,OUT045,2614.40030027141
NCU05,OUT013,1803.7807602190342
FDT39,OUT018,2190.297899111625
FDK60,OUT017,1960.6502489769496
FDZ25,OUT017,2559.887441821421
FDG12,OUT046,1950.9103585007326
DRB01,OUT019,1080.8162341594136
NCC43,OUT027,4041.093487423246
FDX13,OUT019,1652.5089862170466
FDM22,OUT049,1642.7049056458432
FDJ03,OUT027,2567.991647713714
FDU14,OUT018,3117.9422705204365
FDB33,OUT010,1100.7385740074224
FDP27,OUT046,2562.9152640575476
FDO38,OUT010,385.05039740097175
FDE28,OUT027,3932.687793551574
FDO27,OUT035,1922.8083712714133
DRL23,OUT027,2952.6296916649667
FDS28,OUT046,1557.3874853500856
FDX24,OUT013,1920.910209280013
FDZ02,OUT035,2014.1833508568566
FDL46,OUT045,2069.690149491498
FDS60,OUT027,3570.3892228831514
NCO06,OUT017,1435.7411756523413
FDO16,OUT035,1903.9807893572206
FDC60,OUT049,1877.988252935991
FDA48,OUT018,2619.717827545261
FDZ36,OUT027,3860.6742676659846
FDK27,OUT045,2121.839586109717
FDW23,OUT018,1237.7733982867192
FDM14,OUT018,1821.835469010653
FDM14,OUT013,2060.5915443676495
FDW60,OUT018,2368.1256926817637
FDE21,OUT013,2126.40401469431
NCM42,OUT035,2056.182149325271
FDY59,OUT010,512.5494214328334
DRI49,OUT049,1676.453307275474
FDT28,OUT019,893.943992170544
FDQ22,OUT018,1267.4715144777826
FDR60,OUT049,1710.3326235457098
FDC50,OUT019,343.6857799476429
FDV24,OUT013,2307.8050235214387
DRF48,OUT010,1548.8724683545656
FDQ47,OUT046,1368.4361156058728
DRN36,OUT049,1869.5288130744268
NCY06,OUT035,2196.047143620182
FDE52,OUT035,1926.6043214713095
NCB54,OUT045,2112.188797264289
NCF31,OUT035,2383.347626737956
FDJ08,OUT027,3613.281810822847
NCC07,OUT017,2060.8698100401452
NCD19,OUT027,2491.5140818869595
FDL46,OUT049,2344.870050245715
FDM20,OUT045,3052.4397262913226
NCI06,OUT010,1193.3967686764495
DRM11,OUT035,3158.5940883443027
NCH07,OUT018,2144.417550870724
FDS23,OUT013,2162.711794351828
FDO49,OUT018,1358.21782450016
FDS35,OUT049,1656.9469937372571
DRK39,OUT045,1679.0928012443956
DRI39,OUT049,1558.409855003082
FDV04,OUT017,2436.6203940917035
NCN14,OUT035,2596.3987201428945
FDH08,OUT013,3031.8450327685487
FDS20,OUT046,2515.4409682245177
FDV40,OUT049,1761.619927426499
FDZ48,OUT010,636.0581122166927
FDS24,OUT027,2875.5381260836275
FDK44,OUT049,2499.72830063338
FDS48,OUT045,2546.466651427666
FDK26,OUT010,1288.243115684398
FDD23,OUT045,2641.1429917999963
NCH54,OUT017,2432.877987069057
NCP14,OUT010,540.4249246112349
FDM60,OUT010,98.30494744912858
FDV24,OUT017,2329.2649464564793
FDH08,OUT018,2760.5666574332317
FDS12,OUT027,3105.2851265899008
FDR39,OUT027,3541.5481240465183
FDP12,OUT027,2472.786012600318
DRF60,OUT027,3894.049836306152
FDC09,OUT035,2079.713764665911
FDF50,OUT018,2376.7987938291026
FDG28,OUT035,3117.954837340751
NCE19,OUT017,1619.6425986670924
NCM53,OUT010,616.8901820269988
NCN18,OUT049,2238.32731592006
FDF32,OUT035,2726.6578284293955
FDF11,OUT013,3097.1996877989473
DRI59,OUT049,2839.715239066566
NCG54,OUT035,2486.9198454660545
FDM44,OUT046,1921.9368889929194
FDT57,OUT018,2813.6468038096004
FDV24,OUT046,2203.6274722984017
FDI50,OUT019,1513.6160497896735
FDS09,OUT035,1643.0582298949937
NCC31,OUT027,3348.552846661002
FDQ07,OUT019,1427.8734542552747
FDC22,OUT017,2700.410676139386
FDZ56,OUT046,2456.331670352629
FDZ40,OUT019,176.6494920599962
FDS46,OUT027,3123.206165342035
DRD24,OUT045,2206.8646677534925
FDV45,OUT017,2715.9763746712633
